S
1200
102,1009,20
699,308,20
187,661,15
1128,85,15
83,397,14
950,36,9
579,566,21
817,1183,14
867,875,18
175,888,15
830,882,23
143,280,12
377,17,18
434,317,15
847,776,12
642,58,19
1003,347,24
653,551,4
364,1120,16
220,167,6
607,250,23
849,788,5
268,1193,8
700,1188,20
439,407,19
791,841,10
326,494,11
228,675,8
688,221,13
342,221,4
72,491,17
295,314,6
325,1141,25
202,1157,25
467,955,17
1011,136,11
839,881,25
194,1188,20
824,604,8
686,122,21
516,694,11
1090,969,20
286,108,9
953,744,15
365,1096,17
474,42,13
303,758,20
449,1165,21
999,121,16
545,436,22
111,121,8
915,911,11
541,304,8
784,567,21
296,949,20
750,1132,17
147,273,20
336,591,17
994,639,19
778,225,17
445,622,4
96,460,17
697,323,22
1089,1155,22
1018,1131,11
163,959,25
612,273,17
105,860,11
98,387,5
771,818,15
479,204,24
1182,157,5
1,1097,11
597,1140,17
658,372,14
140,372,22
373,161,21
557,342,22
152,212,9
958,492,19
830,81,4
260,46,19
701,276,21
1075,1094,16
232,622,6
1070,1083,6
640,223,10
545,495,6
56,889,16
896,1119,23
596,1139,15
786,492,9
539,768,20
333,21,16
1023,801,19
1,192,20
792,152,11
665,1026,15
232,917,11
384,286,24
20,426,17
890,1081,20
261,1071,7
75,1170,11
250,1081,24
720,742,14
95,623,6
579,495,22
417,534,13
482,924,10
1147,450,11
761,1099,16
56,316,12
1199,320,13
441,235,18
787,13,8
1003,966,21
969,479,15
611,207,23
714,457,7
1072,941,21
290,81,18
740,160,9
2,473,22
105,761,5
716,953,5
10,1084,21
904,976,24
1117,925,9
700,98,10
199,449,13
1149,817,17
2,1141,20
719,923,17
943,726,13
575,777,4
1104,83,11
591,910,22
425,1053,20
538,305,12
1055,1180,19
1073,603,17
418,958,16
278,1064,11
201,590,23
310,357,12
827,717,9
747,402,9
20,288,24
683,511,5
704,474,23
652,1185,17
514,366,15
168,851,22
430,811,16
342,1075,13
610,398,21
206,37,12
306,358,19
317,1122,11
110,548,11
822,985,23
886,290,13
563,533,23
257,1015,14
112,514,9
1184,1007,25
160,808,22
289,576,7
76,807,19
971,678,20
996,528,12
138,987,5
487,911,4
466,479,8
1169,338,15
501,312,25
690,26,22
740,679,6
951,482,8
614,794,5
1037,948,11
1173,1027,25
108,672,23
228,99,21
795,1110,8
231,1090,17
755,1136,5
957,604,6
116,342,7
1195,860,5
769,1108,6
1032,809,12
98,739,20
698,244,14
1103,383,24
896,469,10
262,1194,18
451,69,10
115,898,7
1076,169,17
103,152,20
1056,36,22
68,198,10
670,949,21
438,426,9
469,778,14
43,703,12
1139,5,10
891,467,20
522,975,8
893,712,5
119,306,21
1069,265,12
902,1050,15
1061,1067,25
608,917,21
918,922,17
731,921,12
798,953,13
89,362,20
282,304,18
244,406,12
450,190,15
677,810,18
565,293,16
914,508,5
906,893,5
106,982,10
829,919,23
1043,288,7
965,771,15
1059,795,10
889,846,10
422,567,12
920,929,12
963,649,18
701,179,9
1074,1128,16
462,41,11
795,680,11
120,99,19
372,1126,25
61,32,14
795,509,17
724,230,9
184,363,25
311,918,14
909,188,25
354,315,22
101,1089,11
905,103,5
1098,1150,12
327,1082,19
56,821,20
1173,1011,19
870,691,20
1174,26,21
21,392,23
1011,359,21
1031,892,6
987,796,15
812,862,21
603,430,16
411,215,19
464,513,19
1135,714,16
795,691,16
686,1043,6
1136,980,22
1100,287,9
54,90,14
484,1107,25
138,523,25
223,1179,8
1134,815,13
665,1121,8
240,3,12
190,1168,23
357,901,8
1069,911,17
457,757,21
357,88,15
557,366,17
23,876,9
24,1037,7
916,1060,4
1033,121,7
1051,841,5
448,412,14
349,923,8
908,545,20
950,1107,22
759,1132,15
591,317,9
1129,638,23
862,606,25
702,717,5
200,705,6
730,1084,9
28,345,13
394,1029,21
535,1167,17
720,106,14
497,183,16
266,729,8
1136,276,22
273,920,25
237,345,11
1035,124,21
345,510,21
181,266,19
223,670,14
101,945,13
718,849,20
353,553,17
163,102,5
1158,93,17
941,244,7
563,375,5
777,231,12
632,583,12
609,573,14
380,686,11
1163,315,8
259,177,24
1117,500,5
379,111,15
160,664,14
448,1101,4
469,441,23
1179,509,16
348,1003,10
938,1038,10
237,222,24
1140,427,18
51,801,24
1086,1,21
982,317,8
521,432,8
1144,426,11
904,807,20
803,1020,15
732,761,11
325,69,6
356,77,17
874,993,23
781,27,25
278,187,9
96,802,9
128,973,23
792,854,4
106,1024,14
144,775,10
728,862,25
453,184,8
364,86,5
431,357,15
252,91,11
561,194,12
40,1194,11
941,1014,24
256,91,9
334,845,24
332,193,18
1155,48,6
729,1113,25
383,331,14
823,827,23
41,1116,8
29,322,9
298,318,15
263,314,15
299,535,12
416,374,22
1110,81,10
461,687,14
1064,233,17
942,162,19
90,125,14
1092,516,7
1047,120,5
1101,969,13
405,277,8
296,304,12
729,290,13
990,277,19
1040,406,7
325,686,6
488,430,19
110,398,17
388,261,6
94,210,11
743,241,9
47,978,9
1141,21,18
846,993,16
967,1142,21
102,1099,16
614,998,5
1198,1166,4
540,662,22
832,699,9
196,173,8
956,619,10
528,948,12
1014,239,6
1048,1195,8
1067,920,10
115,659,8
528,456,24
858,1086,21
103,833,25
831,667,10
567,590,22
402,702,12
1196,90,19
508,544,16
263,487,25
85,786,12
1075,785,24
451,1119,25
79,662,18
708,589,6
336,325,24
568,33,7
1110,770,6
628,491,25
495,1072,19
554,670,12
611,500,8
505,376,4
411,934,13
956,30,18
12,608,21
473,1067,8
591,470,21
1037,39,14
1175,1128,14
96,389,16
51,526,25
227,747,23
490,1180,6
65,473,6
1086,276,13
336,698,24
254,1066,4
652,750,17
135,860,24
534,32,21
545,857,19
211,23,21
1182,1060,4
946,858,20
842,753,24
468,852,23
6,838,12
808,968,8
1119,7,6
1074,869,19
558,560,22
1174,481,25
940,332,20
587,128,7
732,1124,22
749,423,21
54,301,6
1177,672,22
602,44,24
1100,1155,25
701,795,25
6,672,8
419,909,13
199,1081,12
1061,295,8
1096,307,4
690,1171,21
171,619,18
356,1108,22
